com_id,common_name,scientific_name,genus,family,date_planted,age_description,latitude,longitude
1802061,Black Wattle,Acacia melanoxylon,Acacia,Fabaceae,5/03/2021,Semi-mature,-37.77918701,144.9577906
1802062,Black Wattle,Acacia melanoxylon,Acacia,Fabaceae,5/03/2021,Semi-mature,-37.77918264,144.9577776
1802064,Golden Wattle,Acacia pycnantha,Acacia,Fabaceae,5/03/2021,Semi-mature,-37.77920259,144.9577803
1802069,Golden Wattle,Acacia pycnantha,Acacia,Fabaceae,5/03/2021,Semi-mature,-37.77928482,144.9577285
1817368,Jacaranda,Jacaranda mimosifolia,Jacaranda,Bignoniaceae,11/02/2021,Semi-mature,-37.82568152,144.9614336
1815829,Chinese Pistachio,Pistacia chinensis,Pistacia,Anacardiaceae,10/02/2021,Semi-mature,-37.81111428,144.9750257
1811810,Lightwood Wattle,Acacia implexa,Acacia,Fabaceae,8/02/2021,Semi-mature,-37.80320414,144.9286107
1811811,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,8/02/2021,Semi-mature,-37.80322941,144.928541
1811812,Red Box,Eucalyptus polyanthemos,Eucalyptus,Myrtaceae,8/02/2021,Semi-mature,-37.80249395,144.9221762
1808901,Lightwood Wattle,Acacia implexa,Acacia,Fabaceae,7/02/2021,Semi-mature,-37.78007112,144.951724
1808906,Lightwood Wattle,Acacia implexa,Acacia,Fabaceae,7/02/2021,Semi-mature,-37.77999249,144.9518793
1808907,Lightwood Wattle,Acacia implexa,Acacia,Fabaceae,7/02/2021,Semi-mature,-37.78001482,144.9519052
1808911,Lightwood Wattle,Acacia implexa,Acacia,Fabaceae,7/02/2021,Semi-mature,-37.78031349,144.9560283
1808914,Lightwood Wattle,Acacia implexa,Acacia,Fabaceae,7/02/2021,Semi-mature,-37.78051673,144.9555757
1808923,Lightwood Wattle,Acacia implexa,Acacia,Fabaceae,7/02/2021,Semi-mature,-37.78057409,144.9554151
1808926,Lightwood Wattle,Acacia implexa,Acacia,Fabaceae,7/02/2021,Semi-mature,-37.78061859,144.9553494
1808929,Lightwood Wattle,Acacia implexa,Acacia,Fabaceae,7/02/2021,Semi-mature,-37.7806824,144.9552304
1798640,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,2/02/2021,Semi-mature,-37.80864647,144.9297992
1798641,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,2/02/2021,Semi-mature,-37.80864887,144.9298246
1798642,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,2/02/2021,Semi-mature,-37.80865523,144.9298531
1798645,Callery Pear,Pyrus calleryana,Pyrus,Rosaceae,2/02/2021,Semi-mature,-37.82496593,144.9449278
1813230,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,9/01/2021,Semi-mature,-37.79581699,144.9457616
1813296,Oriental Hackberry,Celtis tournefortii,Celtis,Cannabaceae,9/01/2021,Semi-mature,-37.81576337,144.9781657
1813297,Oriental Hackberry,Celtis tournefortii,Celtis,Cannabaceae,9/01/2021,Semi-mature,-37.81574686,144.9780478
1813298,Oriental Hackberry,Celtis tournefortii,Celtis,Cannabaceae,9/01/2021,Semi-mature,-37.81571535,144.9778218
1813301,Oriental Hackberry,Celtis tournefortii,Celtis,Cannabaceae,9/01/2021,Semi-mature,-37.81562943,144.976988
1927320,Australian teak,Flindersia australis,Flindersia,Rutaceae,9/01/2021,Semi-mature,-37.7987008,144.9215649
1927322,Australian teak,Flindersia australis,Flindersia,Rutaceae,9/01/2021,Semi-mature,-37.798736,144.9217915
1927323,Australian teak,Flindersia australis,Flindersia,Rutaceae,9/01/2021,Semi-mature,-37.79880187,144.9222504
1927324,Australian teak,Flindersia australis,Flindersia,Rutaceae,9/01/2021,Semi-mature,-37.79881922,144.9223648
1927326,Australian teak,Flindersia australis,Flindersia,Rutaceae,9/01/2021,Semi-mature,-37.79887197,144.9227059
1927328,Australian teak,Flindersia australis,Flindersia,Rutaceae,9/01/2021,Semi-mature,-37.79890391,144.9229335
1927330,Australian teak,Flindersia australis,Flindersia,Rutaceae,9/01/2021,Semi-mature,-37.79893949,144.9231635
1927334,Australian teak,Flindersia australis,Flindersia,Rutaceae,9/01/2021,Semi-mature,-37.79905567,144.9240056
1927337,Australian teak,Flindersia australis,Flindersia,Rutaceae,9/01/2021,Semi-mature,-37.79908746,144.9242268
1808899,Black Wattle,Acacia melanoxylon,Acacia,Fabaceae,7/01/2021,Semi-mature,-37.78203683,144.9445104
1808900,Black Wattle,Acacia melanoxylon,Acacia,Fabaceae,7/01/2021,Semi-mature,-37.78207216,144.9445094
1809046,Smooth-barked apple,Angophora costata,Angophora,Myrtaceae,7/01/2021,Semi-mature,-37.81128229,144.9357575
1809047,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,7/01/2021,Semi-mature,-37.81117022,144.9356186
1809048,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,7/01/2021,Semi-mature,-37.81116042,144.9356649
1809051,Coastal Banksia,Banksia integrifolia,Banksia,Proteaceae,7/01/2021,Semi-mature,-37.81123417,144.9355454
1809056,Coastal Banksia,Banksia integrifolia,Banksia,Proteaceae,7/01/2021,Semi-mature,-37.81140215,144.9355318
1809057,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,7/01/2021,Semi-mature,-37.81127501,144.9356397
1809058,Coastal Banksia,Banksia integrifolia,Banksia,Proteaceae,7/01/2021,Semi-mature,-37.81153194,144.935784
1809066,Desert Ash,Fraxinus angustifolia,Fraxinus,Oleaceae,7/01/2021,Semi-mature,-37.8119865,144.9353448
1809073,Smooth-barked apple,Angophora costata,Angophora,Myrtaceae,7/01/2021,Semi-mature,-37.81233888,144.9351862
1795162,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,11/12/2020,Semi-mature,-37.78905832,144.9488405
1795165,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,11/12/2020,Semi-mature,-37.78904725,144.9488637
1795171,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,11/12/2020,Semi-mature,-37.78903999,144.9489161
1795172,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,11/12/2020,Semi-mature,-37.78907373,144.9488262
1795173,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,11/12/2020,Semi-mature,-37.78907587,144.9488491
1795176,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,11/12/2020,Semi-mature,-37.78912108,144.9489125
1795178,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,11/12/2020,Semi-mature,-37.78907616,144.9488991
1795183,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,11/12/2020,Semi-mature,-37.78908458,144.9488911
1795184,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,11/12/2020,Semi-mature,-37.78907982,144.948923
1795185,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,11/12/2020,Semi-mature,-37.78913129,144.9488468
1795188,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,11/12/2020,Semi-mature,-37.7891286,144.9488942
1795190,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,11/12/2020,Semi-mature,-37.78909592,144.9489319
1795202,Silver Wattle,Acacia dealbata,Acacia,Fabaceae,11/12/2020,Semi-mature,-37.78930822,144.948416
1795203,Silver Wattle,Acacia dealbata,Acacia,Fabaceae,11/12/2020,Semi-mature,-37.78931297,144.9483884
1795204,Silver Wattle,Acacia dealbata,Acacia,Fabaceae,11/12/2020,Semi-mature,-37.78932292,144.948359
1795207,Silver Wattle,Acacia dealbata,Acacia,Fabaceae,11/12/2020,Semi-mature,-37.78935269,144.9483911
1795217,Silver Wattle,Acacia dealbata,Acacia,Fabaceae,11/12/2020,Semi-mature,-37.78935371,144.9483246
1795222,Silver Wattle,Acacia dealbata,Acacia,Fabaceae,11/12/2020,Semi-mature,-37.78934345,144.9482865
1795227,Silver Wattle,Acacia dealbata,Acacia,Fabaceae,11/12/2020,Semi-mature,-37.7893919,144.9482648
1795236,Silver Wattle,Acacia dealbata,Acacia,Fabaceae,11/12/2020,Semi-mature,-37.78947963,144.948191
1795237,Silver Wattle,Acacia dealbata,Acacia,Fabaceae,11/12/2020,Semi-mature,-37.78947821,144.9482023
1793153,London Plane,Platanus x acerifolia,Platanus,Platanaceae,10/12/2020,Semi-mature,-37.81744494,144.9601363
1793193,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,10/12/2020,Semi-mature,-37.82813799,144.9018188
1793196,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,10/12/2020,Semi-mature,-37.82807976,144.901942
1793197,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,10/12/2020,Semi-mature,-37.82808,144.901955
1793198,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,10/12/2020,Semi-mature,-37.8280725,144.9019614
1793200,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,10/12/2020,Semi-mature,-37.8276838,144.902268
1793203,Coastal Banksia,Banksia integrifolia,Banksia,Proteaceae,10/12/2020,Semi-mature,-37.82644478,144.9033684
1786937,English Elm,Ulmus procera,Ulmus,Ulmaceae,8/12/2020,Semi-mature,-37.81117589,144.9545254
1783427,Blueberry ash,Elaeocarpus reticulatus,Elaeocarpus,Elaeocarpaceae,5/12/2020,Semi-mature,-37.81628226,144.9808825
1783432,Blueberry ash,Elaeocarpus reticulatus,Elaeocarpus,Elaeocarpaceae,5/12/2020,Semi-mature,-37.8162538,144.9806453
1783434,Blueberry ash,Elaeocarpus reticulatus,Elaeocarpus,Elaeocarpaceae,5/12/2020,Semi-mature,-37.81624899,144.9805946
1783435,Blueberry ash,Elaeocarpus reticulatus,Elaeocarpus,Elaeocarpaceae,5/12/2020,Semi-mature,-37.81625189,144.9806181
1783440,Blueberry ash,Elaeocarpus reticulatus,Elaeocarpus,Elaeocarpaceae,5/12/2020,Semi-mature,-37.81621973,144.9803239
1783442,Blueberry ash,Elaeocarpus reticulatus,Elaeocarpus,Elaeocarpaceae,5/12/2020,Semi-mature,-37.81622282,144.9803589
1783444,Blueberry ash,Elaeocarpus reticulatus,Elaeocarpus,Elaeocarpaceae,5/12/2020,Semi-mature,-37.81621785,144.9802905
1783447,Blueberry ash,Elaeocarpus reticulatus,Elaeocarpus,Elaeocarpaceae,5/12/2020,Semi-mature,-37.81620314,144.9801605
1783449,Blueberry ash,Elaeocarpus reticulatus,Elaeocarpus,Elaeocarpaceae,5/12/2020,Semi-mature,-37.81619754,144.9801004
1783452,Lemon scented myrtle,Backhousia citriodora,Backhousia,Myrtaceae,5/12/2020,Semi-mature,-37.81621741,144.9801745
1783454,Evergreen Ash,Fraxinus griffithii,Fraxinus,Oleaceae,5/12/2020,Semi-mature,-37.81622344,144.9802395
1783458,Evergreen Ash,Fraxinus griffithii,Fraxinus,Oleaceae,5/12/2020,Semi-mature,-37.81623883,144.9803747
1783460,Lemon scented myrtle,Backhousia citriodora,Backhousia,Myrtaceae,5/12/2020,Semi-mature,-37.81624642,144.9804429
1783461,Magnolia Ÿ??InspirationŸ??,Magnolia doltsopa x laevifolia Ÿ??InspirationŸ??,Magnolia,Magnoliaceae,5/12/2020,Semi-mature,-37.81624927,144.9804741
1783465,Magnolia Ÿ??InspirationŸ??,Magnolia doltsopa x laevifolia Ÿ??InspirationŸ??,Magnolia,Magnoliaceae,5/12/2020,Semi-mature,-37.81626431,144.9806036
1783467,White Silky Oak,Grevillea hilliana,Grevillea,Proteaceae,5/12/2020,Semi-mature,-37.81627016,144.98066
1783469,Magnolia Ÿ??InspirationŸ??,Magnolia doltsopa x laevifolia Ÿ??InspirationŸ??,Magnolia,Magnoliaceae,5/12/2020,Semi-mature,-37.81627875,144.9807366
1783470,Evergreen Ash,Fraxinus griffithii,Fraxinus,Oleaceae,5/12/2020,Semi-mature,-37.81628569,144.9807798
1783476,Lemon scented myrtle,Backhousia citriodora,Backhousia,Myrtaceae,5/12/2020,Semi-mature,-37.81630406,144.9809925
1783481,Magnolia Ÿ??InspirationŸ??,Magnolia doltsopa x laevifolia Ÿ??InspirationŸ??,Magnolia,Magnoliaceae,5/12/2020,Semi-mature,-37.81632763,144.9811633
1783482,Evergreen Ash,Fraxinus griffithii,Fraxinus,Oleaceae,5/12/2020,Semi-mature,-37.81633187,144.9811985
1783486,Evergreen Ash,Fraxinus griffithii,Fraxinus,Oleaceae,5/12/2020,Semi-mature,-37.81634798,144.9813346
1783487,White Silky Oak,Grevillea hilliana,Grevillea,Proteaceae,5/12/2020,Semi-mature,-37.81635185,144.981373
1783488,Lemon scented myrtle,Backhousia citriodora,Backhousia,Myrtaceae,5/12/2020,Semi-mature,-37.8163561,144.981409
1783489,Magnolia Ÿ??InspirationŸ??,Magnolia doltsopa x laevifolia Ÿ??InspirationŸ??,Magnolia,Magnoliaceae,5/12/2020,Semi-mature,-37.81635966,144.9814471
1783490,Evergreen Ash,Fraxinus griffithii,Fraxinus,Oleaceae,5/12/2020,Semi-mature,-37.81636439,144.9814855
1783498,White Silky Oak,Grevillea hilliana,Grevillea,Proteaceae,5/12/2020,Semi-mature,-37.81639976,144.9818002
1783501,Blueberry ash,Elaeocarpus reticulatus,Elaeocarpus,Elaeocarpaceae,5/12/2020,Semi-mature,-37.8161894,144.9799851
1783509,Evergreen Ash,Fraxinus griffithii,Fraxinus,Oleaceae,5/12/2020,Semi-mature,-37.81619014,144.9797753
1783512,White Silky Oak,Grevillea hilliana,Grevillea,Proteaceae,5/12/2020,Semi-mature,-37.81618438,144.9796857
1783513,Evergreen Ash,Fraxinus griffithii,Fraxinus,Oleaceae,5/12/2020,Semi-mature,-37.81618374,144.9796559
1784600,Red Pokers,Hakea bucculenta,Hakea,Proteaceae,6/11/2020,Semi-mature,-37.8271982,144.9850033
1784613,Ovens Wattle,Acacia pravissima,Acacia,Fabaceae,6/11/2020,Semi-mature,-37.82696096,144.9848174
1784617,Black Wattle,Acacia melanoxylon,Acacia,Fabaceae,6/11/2020,Semi-mature,-37.82702547,144.9847218
1784618,Old man banksia,Banksia serrata,Banksia,Proteaceae,6/11/2020,Semi-mature,-37.82701219,144.9846987
1784623,Bunya pine,Araucaria bidwillii,Araucaria,Araucariaceae,6/11/2020,Semi-mature,-37.826983,144.9846869
1784632,Australian teak,Flindersia australis,Flindersia,Rutaceae,6/11/2020,Semi-mature,-37.8270157,144.9846161
1784635,Ovens Wattle,Acacia pravissima,Acacia,Fabaceae,6/11/2020,Semi-mature,-37.82702264,144.9845947
1783397,Blueberry ash,Elaeocarpus reticulatus,Elaeocarpus,Elaeocarpaceae,5/11/2020,Semi-mature,-37.81639476,144.9818992
1783399,Blueberry ash,Elaeocarpus reticulatus,Elaeocarpus,Elaeocarpaceae,5/11/2020,Semi-mature,-37.81638718,144.9818189
1783400,Blueberry ash,Elaeocarpus reticulatus,Elaeocarpus,Elaeocarpaceae,5/11/2020,Semi-mature,-37.81639131,144.9818658
1783409,Blueberry ash,Elaeocarpus reticulatus,Elaeocarpus,Elaeocarpaceae,5/11/2020,Semi-mature,-37.81634779,144.9814717
1783412,Blueberry ash,Elaeocarpus reticulatus,Elaeocarpus,Elaeocarpaceae,5/11/2020,Semi-mature,-37.81633842,144.9813922
1783418,Blueberry ash,Elaeocarpus reticulatus,Elaeocarpus,Elaeocarpaceae,5/11/2020,Semi-mature,-37.81631355,144.9811824
1783423,Blueberry ash,Elaeocarpus reticulatus,Elaeocarpus,Elaeocarpaceae,5/11/2020,Semi-mature,-37.81629239,144.9809791
1796644,Peppercorn Tree,Schinus molle,Schinus,Anacardiaceae,12/10/2020,Semi-mature,-37.78832235,144.9245238
1795155,Silky Oak,Grevillea robusta,Grevillea,Proteaceae,11/10/2020,Semi-mature,-37.8113918,144.9369434
1795158,Silky Oak,Grevillea robusta,Grevillea,Proteaceae,11/10/2020,Semi-mature,-37.81143143,144.9373346
1795159,Silky Oak,Grevillea robusta,Grevillea,Proteaceae,11/10/2020,Semi-mature,-37.81145567,144.9374732
1923416,Prickly Paperbark,Melaleuca styphelioides,Melaleuca,Myrtaceae,10/10/2020,Semi-mature,-37.83052497,144.9156462
1788188,Black Wattle,Acacia melanoxylon,Acacia,Fabaceae,9/10/2020,Semi-mature,-37.78167048,144.9426084
1788191,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,9/10/2020,Semi-mature,-37.78166094,144.9427599
1788194,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,9/10/2020,Semi-mature,-37.78165846,144.9430922
1788197,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,9/10/2020,Semi-mature,-37.78166202,144.9431308
1788198,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,9/10/2020,Semi-mature,-37.78166247,144.9432215
1788201,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,9/10/2020,Semi-mature,-37.78172023,144.9432898
1788204,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,9/10/2020,Semi-mature,-37.78169104,144.9434801
1788206,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,9/10/2020,Semi-mature,-37.78167369,144.9437951
1788208,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,9/10/2020,Semi-mature,-37.78206225,144.9445404
1788209,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,9/10/2020,Semi-mature,-37.78236558,144.9447961
1788211,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,9/10/2020,Semi-mature,-37.78235099,144.9450694
1788212,Manna Gum,Eucalyptus viminalis,Eucalyptus,Myrtaceae,9/10/2020,Semi-mature,-37.78303083,144.9445175
1787345,Gum,Eucalyptus sp.,Eucalyptus,Myrtaceae,8/10/2020,Semi-mature,-37.77752972,144.9497088
1784572,Black Wattle,Acacia melanoxylon,Acacia,Fabaceae,6/10/2020,Semi-mature,-37.82700234,144.984937
1784574,Black Wattle,Acacia melanoxylon,Acacia,Fabaceae,6/10/2020,Semi-mature,-37.82701651,144.9849458
1784575,Black Wattle,Acacia melanoxylon,Acacia,Fabaceae,6/10/2020,Semi-mature,-37.82703419,144.9849322
1744851,London Plane,Platanus x acerifolia,Platanus,Platanaceae,12/09/2020,Semi-mature,-37.78804181,144.9268266
1744852,London Plane,Platanus x acerifolia,Platanus,Platanaceae,12/09/2020,Semi-mature,-37.78803664,144.9267991
1744856,London Plane,Platanus x acerifolia,Platanus,Platanaceae,12/09/2020,Semi-mature,-37.78797858,144.9263895
1744858,London Plane,Platanus x acerifolia,Platanus,Platanaceae,12/09/2020,Semi-mature,-37.78796056,144.9262306
1744859,London Plane,Platanus x acerifolia,Platanus,Platanaceae,12/09/2020,Semi-mature,-37.78795526,144.9261609
1744862,London Plane,Platanus x acerifolia,Platanus,Platanaceae,12/09/2020,Semi-mature,-37.78805595,144.9261314
1744865,Peppercorn Tree,Schinus molle,Schinus,Anacardiaceae,12/09/2020,Semi-mature,-37.78806655,144.9264747
1744867,Peppercorn Tree,Schinus molle,Schinus,Anacardiaceae,12/09/2020,Semi-mature,-37.78819903,144.9263232
1744869,Peppercorn Tree,Schinus molle,Schinus,Anacardiaceae,12/09/2020,Semi-mature,-37.78835162,144.9262414
1744873,Weeping Bottlebrush,Callistemon viminalis,Callistemon,Myrtaceae,12/09/2020,Semi-mature,-37.78809887,144.926763
1744875,Weeping Bottlebrush,Callistemon viminalis,Callistemon,Myrtaceae,12/09/2020,Semi-mature,-37.78811424,144.9267778
1744876,London Plane,Platanus x acerifolia,Platanus,Platanaceae,12/09/2020,Semi-mature,-37.78790545,144.9256392
1744883,Peppercorn Tree,Schinus molle,Schinus,Anacardiaceae,12/09/2020,Semi-mature,-37.78788531,144.9252342
1744884,Weeping Myrtle,Syzygium floribundum,Syzygium,Myrtaceae,12/09/2020,Semi-mature,-37.78791605,144.9251671
1744885,Weeping Myrtle,Syzygium floribundum,Syzygium,Myrtaceae,12/09/2020,Semi-mature,-37.78790757,144.9251792
1744887,Weeping Myrtle,Syzygium floribundum,Syzygium,Myrtaceae,12/09/2020,Semi-mature,-37.78792665,144.9251376
1793127,Red Cedar,Toona ciliata,Toona,Meliaceae,10/09/2020,Semi-mature,-37.81802732,144.9604991
1793128,Red Cedar,Toona ciliata,Toona,Meliaceae,10/09/2020,Semi-mature,-37.81798506,144.9604783
1793132,Red Cedar,Toona ciliata,Toona,Meliaceae,10/09/2020,Semi-mature,-37.81771227,144.9603708
1793134,Red Cedar,Toona ciliata,Toona,Meliaceae,10/09/2020,Semi-mature,-37.81754762,144.960276
1793139,Flame Tree,Brachychiton acerifolius,Brachychiton,Malvaceae,10/09/2020,Semi-mature,-37.81769585,144.9603015
1793140,Jacaranda,Jacaranda mimosifolia,Jacaranda,Bignoniaceae,10/09/2020,Semi-mature,-37.81777154,144.9603175
1793141,Flame Tree,Brachychiton acerifolius,Brachychiton,Malvaceae,10/09/2020,Semi-mature,-37.81785679,144.9603756
1793142,Eastern redbud,Cercis canadensis 'Forest Pansy',Cercis,Fabaceae,10/09/2020,Semi-mature,-37.81802802,144.9604146
1793143,Eastern redbud,Cercis canadensis 'Forest Pansy',Cercis,Fabaceae,10/09/2020,Semi-mature,-37.81803933,144.9603606
1793144,Eastern redbud,Cercis canadensis 'Forest Pansy',Cercis,Fabaceae,10/09/2020,Semi-mature,-37.8180715,144.9604312
1793148,Eastern redbud,Cercis canadensis 'Forest Pansy',Cercis,Fabaceae,10/09/2020,Semi-mature,-37.81813787,144.9604676
1793151,Eastern redbud,Cercis canadensis 'Forest Pansy',Cercis,Fabaceae,10/09/2020,Semi-mature,-37.81818641,144.9604262
1788135,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,9/09/2020,Semi-mature,-37.78949852,144.9443722
1788136,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,9/09/2020,Semi-mature,-37.78950065,144.9442783
1788180,Yellow Gum,Eucalyptus leucoxylon,Eucalyptus,Myrtaceae,9/09/2020,Semi-mature,-37.78633888,144.9424
1788184,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,9/09/2020,Semi-mature,-37.7830668,144.9458111
1788185,Black Wattle,Acacia melanoxylon,Acacia,Fabaceae,9/09/2020,Semi-mature,-37.78274751,144.9458472
1788186,Black Wattle,Acacia melanoxylon,Acacia,Fabaceae,9/09/2020,Semi-mature,-37.78281942,144.9456664
1788187,Black Wattle,Acacia melanoxylon,Acacia,Fabaceae,9/09/2020,Semi-mature,-37.78314522,144.9454944
1784564,Birchleaf pear,Pyrus betulifolia,Pyrus,Rosaceae,6/09/2020,Semi-mature,-37.79292806,144.9205549
1784960,Huntingdon Elm,Ulmus x hollandica 'Vegeta',Ulmus,Ulmaceae,6/09/2020,Semi-mature,-37.81337691,144.9794149
1784962,Huntingdon Elm,Ulmus x hollandica 'Vegeta',Ulmus,Ulmaceae,6/09/2020,Semi-mature,-37.81334724,144.9791359
1784963,Huntingdon Elm,Ulmus x hollandica 'Vegeta',Ulmus,Ulmaceae,6/09/2020,Semi-mature,-37.81333149,144.9790164
1784969,Huntingdon Elm,Ulmus x hollandica 'Vegeta',Ulmus,Ulmaceae,6/09/2020,Semi-mature,-37.8132443,144.9782699
1788179,Bracelet Honey Myrtle,Melaleuca armillaris,Melaleuca,Myrtaceae,9/08/2020,Semi-mature,-37.78630051,144.9425713
1783361,Sweet Bursaria,Bursaria spinosa,Bursaria,Pittosporaceae,5/08/2020,Semi-mature,-37.78047947,144.9557303
1783366,Sweet Bursaria,Bursaria spinosa,Bursaria,Pittosporaceae,5/08/2020,Semi-mature,-37.78054849,144.9554688
1783369,Sweet Bursaria,Bursaria spinosa,Bursaria,Pittosporaceae,5/08/2020,Semi-mature,-37.78050087,144.9553973
1783370,Sweet Bursaria,Bursaria spinosa,Bursaria,Pittosporaceae,5/08/2020,Semi-mature,-37.78048658,144.9553843
1783371,Sweet Bursaria,Bursaria spinosa,Bursaria,Pittosporaceae,5/08/2020,Semi-mature,-37.78055181,144.9553615
1783372,Sweet Bursaria,Bursaria spinosa,Bursaria,Pittosporaceae,5/08/2020,Semi-mature,-37.78054857,144.9553941
1783373,Sweet Bursaria,Bursaria spinosa,Bursaria,Pittosporaceae,5/08/2020,Semi-mature,-37.78058569,144.9553864
1783375,Sweet Bursaria,Bursaria spinosa,Bursaria,Pittosporaceae,5/08/2020,Semi-mature,-37.78061405,144.955399
1783378,Sweet Bursaria,Bursaria spinosa,Bursaria,Pittosporaceae,5/08/2020,Semi-mature,-37.78064348,144.9552834
1783384,Manuka,Kunzea ericoides,Kunzea,Myrtaceae,5/08/2020,Semi-mature,-37.7809384,144.9537595
1783388,Manuka,Kunzea ericoides,Kunzea,Myrtaceae,5/08/2020,Semi-mature,-37.7808399,144.9540972
1783393,Manuka,Kunzea ericoides,Kunzea,Myrtaceae,5/08/2020,Semi-mature,-37.78087814,144.9542151
1783395,Manuka,Kunzea ericoides,Kunzea,Myrtaceae,5/08/2020,Semi-mature,-37.78080944,144.9542454
1782408,Golden Wattle,Acacia pycnantha,Acacia,Fabaceae,4/08/2020,Semi-mature,-37.79772188,144.943661
1782417,Golden Wattle,Acacia pycnantha,Acacia,Fabaceae,4/08/2020,Semi-mature,-37.79747838,144.9433891
1782421,Golden Wattle,Acacia pycnantha,Acacia,Fabaceae,4/08/2020,Semi-mature,-37.79737022,144.9432748
1782427,Golden Wattle,Acacia pycnantha,Acacia,Fabaceae,4/08/2020,Semi-mature,-37.79715718,144.9430484
1782441,Golden Wattle,Acacia pycnantha,Acacia,Fabaceae,4/08/2020,Semi-mature,-37.79662006,144.9424465
1782445,Golden Wattle,Acacia pycnantha,Acacia,Fabaceae,4/08/2020,Semi-mature,-37.7964247,144.9422279
1782446,Golden Wattle,Acacia pycnantha,Acacia,Fabaceae,4/08/2020,Semi-mature,-37.79638253,144.9421835
1782733,Jacaranda,Jacaranda mimosifolia,Jacaranda,Bignoniaceae,4/08/2020,Semi-mature,-37.79911844,144.9727654
1793107,Silver Banksia,Banksia marginata,Banksia,Proteaceae,10/07/2020,Semi-mature,-37.79847095,144.9451485
1793113,Coastal Banksia,Banksia integrifolia,Banksia,Proteaceae,10/07/2020,Semi-mature,-37.79850882,144.9451167
1783220,Sweet Bursaria,Bursaria spinosa,Bursaria,Pittosporaceae,5/07/2020,Semi-mature,-37.78091562,144.9517489
1783224,Sweet Bursaria,Bursaria spinosa,Bursaria,Pittosporaceae,5/07/2020,Semi-mature,-37.78091031,144.9518934
1783229,Sweet Bursaria,Bursaria spinosa,Bursaria,Pittosporaceae,5/07/2020,Semi-mature,-37.78094847,144.9519328
1783233,Manuka,Kunzea ericoides,Kunzea,Myrtaceae,5/07/2020,Semi-mature,-37.78111358,144.9522625
1783239,Manuka,Kunzea ericoides,Kunzea,Myrtaceae,5/07/2020,Semi-mature,-37.78111235,144.9523267
1783243,Manuka,Kunzea ericoides,Kunzea,Myrtaceae,5/07/2020,Semi-mature,-37.78111113,144.9525555
1783244,Sweet Bursaria,Bursaria spinosa,Bursaria,Pittosporaceae,5/07/2020,Semi-mature,-37.78111132,144.9525358
1783245,Sweet Bursaria,Bursaria spinosa,Bursaria,Pittosporaceae,5/07/2020,Semi-mature,-37.78111181,144.9525116
1783247,Sweet Bursaria,Bursaria spinosa,Bursaria,Pittosporaceae,5/07/2020,Semi-mature,-37.78110916,144.9527178
1783248,Manuka,Kunzea ericoides,Kunzea,Myrtaceae,5/07/2020,Semi-mature,-37.78110968,144.9526963
